"special_activity_type","product_name","activity_name","unit","ISIC_number","ISIC_class","CPC_number","CPC_description","FAO_code","FAO_name","ProductCategory","ProductSubcategory","ProductName","ActivityName","Unit","ProductSubgroup","FeedIngredients"
"market activity","fava bean seed, for sowing","market for fava bean seed, for sowing","kg","0164","Seed processing for propagation","01260","Vegetable seeds, except beet seeds","1294","Seeds for Planting",NA,NA,NA,NA,NA,NA,NA
"market activity","fava bean seed, organic, for sowing","market for fava bean seed, organic, for sowing","kg","0164","Seed processing for propagation","01260","Vegetable seeds, except beet seeds","1294","Seeds for Planting",NA,NA,NA,NA,NA,NA,NA
"market activity","fava bean, feed, Swiss integrated production","market for fava bean, feed, Swiss integrated production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0840","Compound Feed, Cattle",NA,NA,NA,NA,NA,NA,NA
"market activity","fava bean, feed, Swiss integrated production","market for fava bean, feed, Swiss integrated production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0841","Compound Feed, Poultry",NA,NA,NA,NA,NA,NA,NA
"market activity","fava bean, feed, Swiss integrated production","market for fava bean, feed, Swiss integrated production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0842","Compound Feed, Pigs",NA,NA,NA,NA,NA,NA,NA
"market activity","fava bean, feed, Swiss integrated production","market for fava bean, feed, Swiss integrated production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0845","Compound Feed nes",NA,NA,NA,NA,NA,NA,NA
"market activity","fava bean, feed, Swiss integrated production","market for fava bean, feed, Swiss integrated production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0849","Feed Yeast",NA,NA,NA,NA,NA,NA,NA
"market activity","fava bean, feed, Swiss integrated production","market for fava bean, feed, Swiss integrated production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0850","Feed Supplements",NA,NA,NA,NA,NA,NA,NA
"market activity","fava bean, feed, Swiss integrated production","market for fava bean, feed, Swiss integrated production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0851","Non-Protein Nitrogens",NA,NA,NA,NA,NA,NA,NA
"market activity","fava bean, feed, Swiss integrated production","market for fava bean, feed, Swiss integrated production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0852","Other Concentrates nes",NA,NA,NA,NA,NA,NA,NA
"market activity","fava bean, feed, Swiss integrated production","market for fava bean, feed, Swiss integrated production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0853","Vitamins",NA,NA,NA,NA,NA,NA,NA
"market activity","fava bean, feed, Swiss integrated production","market for fava bean, feed, Swiss integrated production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0854","Feed Additives",NA,NA,NA,NA,NA,NA,NA
"market activity","fava bean, feed, Swiss integrated production","market for fava bean, feed, Swiss integrated production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","23319","Preparations used in animal feeding n.e.c.","0855","Feed Minerals",NA,NA,NA,NA,NA,NA,NA
"market activity","fava bean, Swiss integrated production","market for fava bean, Swiss integrated production","kg","0111","Growing of cereals (except rice), leguminous crops and oil seeds","01243","Broad beans and horse beans, green",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","ferromanganese, high-coal, 74.5% Mn","market for ferromanganese, high-coal, 74.5% Mn","kg","2410","Manufacture of basic iron and steel","41112","Ferro-manganese",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","feldspar","market for feldspar","kg","0810","Quarrying of stone, sand and clay","16390","Other minerals n.e.c.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","ferrite","market for ferrite","kg","2410","Manufacture of basic iron and steel","4111","Primary materials of the iron and steel industry",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","ferrochromium, high-carbon, 68% Cr","market for ferrochromium, high-carbon, 68% Cr","kg","2410","Manufacture of basic iron and steel","41112","Ferro-manganese",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","fennel","market for fennel","kg","0128","Growing of spices, aromatic, drug and pharmaceutical crops","01290","Vegetables, fresh, n.e.c.","0446","Green Corn (Maize)",NA,NA,NA,NA,NA,NA,NA
"market activity","fennel","market for fennel","kg","0128","Growing of spices, aromatic, drug and pharmaceutical crops","01290","Vegetables, fresh, n.e.c.","0463","Vegetables, Fresh n.e.s.",NA,NA,NA,NA,NA,NA,NA
"market activity","ferrosilicon","market for ferrosilicon","kg","2410","Manufacture of basic iron and steel","41115","Other ferro-alloys",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","fibre cement corrugated slab","market for fibre cement corrugated slab","kg","2395","Manufacture of articles of concrete, cement and plaster","37570","Articles of asbestos-cement, cellulose fibre-cement or the like",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","fertilising, by broadcaster","market for fertilising, by broadcaster","ha","0161","Support activities for crop production","86119","Other support services to crop production",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","ferronickel, 25% Ni","market for ferronickel, 25% Ni","kg","2410","Manufacture of basic iron and steel","41114","Ferro-nickel",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","fibre cement facing tile","market for fibre cement facing tile","kg","2395","Manufacture of articles of concrete, cement and plaster","37540","Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","fibre cement facing tile, large format","market for fibre cement facing tile, large format","kg","2395","Manufacture of articles of concrete, cement and plaster","37540","Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","fibre cement roof slate","market for fibre cement roof slate","kg","2395","Manufacture of articles of concrete, cement and plaster","37540","Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","fibre cement facing tile, small format","market for fibre cement facing tile, small format","kg","2395","Manufacture of articles of concrete, cement and plaster","37540","Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","fibreboard, soft, latex bonded","market for fibreboard, soft, latex bonded","m3","1621","Manufacture of veneer sheets and wood-based panels","31449","Other fibreboard",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","fibreboard, soft, without adhesives","market for fibreboard, soft, without adhesives","m3","1621","Manufacture of veneer sheets and wood-based panels","31449","Other fibreboard",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","fibreboard, hard","market for fibreboard, hard","m3","1621","Manufacture of veneer sheets and wood-based panels","31449","Other fibreboard",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","filter dust from Al electrolysis","market for filter dust from Al electrolysis","kg","3822","Treatment and disposal of hazardous waste","39990","Other wastes n.e.c.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","fibreboard, soft","market for fibreboard, soft","m3","1621","Manufacture of veneer sheets and wood-based panels","31449","Other fibreboard",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","fleece, polyethylene","market for fleece, polyethylene","kg","1399","Manufacture of other textiles n.e.c.","27922","Nonwovens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","flat glass, uncoated","market for flat glass, uncoated","kg","2310","Manufacture of glass and glass products","37114","Glass in sheets, bent, edge-worked, engraved, drilled, enamelled or otherwise worked, but not framed, etc.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","flat glass, coated","market for flat glass, coated","kg","2310","Manufacture of glass and glass products","37114","Glass in sheets, bent, edge-worked, engraved, drilled, enamelled or otherwise worked, but not framed, etc.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","flat glass factory","market for flat glass factory","unit","4290","Construction of other civil engineering projects","53269","Other constructions for manufacturing",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","flat plate solar collector, Cu absorber","market for flat plate solar collector, Cu absorber","m2","2815b","Manufacture of permanent mount non-electric household heating equipment","43430","Parts for the goods of subclasses 43410 and 43420; parts of non-electric bakery ovens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","heat, air-water heat pump 10kW","market for floor heating from air-water heat pump","MJ","3530","Steam and air conditioning supply","17300","Steam and hot water",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","flexible duct, aluminium/PET, DN of 125","market for flexible duct, aluminium/PET, DN of 125","m","2819","Manufacture of other general-purpose machinery","439","Other general-purpose machinery and parts thereof",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","heat, borehole heat pump","market for floor heating from borehole heat pump","MJ","3530","Steam and air conditioning supply","17300","Steam and hot water",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","fluorescent whitening agent, DAS1, triazinylaminostilben type","market for fluorescent whitening agent, DAS1, triazinylaminostilben type","kg","2011","Manufacture of basic chemicals","34310","Synthetic organic colouring matter and preparations based thereon; synthetic organic products of a kind used a[…]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","fluorescent whitening agent, distyrylbiphenyl type","market for fluorescent whitening agent, distyrylbiphenyl type","kg","2011","Manufacture of basic chemicals","34310","Synthetic organic colouring matter and preparations based thereon; synthetic organic products of a kind used a[…]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","fluosilicic acid, without water, in 22% solution state","market for fluosilicic acid, without water, in 22% solution state","kg","2011","Manufacture of basic chemicals","34","Basic chemicals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","fly ash and scrubber sludge","market for fly ash and scrubber sludge","kg","3822","Treatment and disposal of hazardous waste","39","Wastes or scraps",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","fluorine, liquid","market for fluorine, liquid","kg","2011","Manufacture of basic chemicals","34231","Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","fluorspar, 97% purity","market for fluorspar, 97% purity","kg","0891","Mining of chemical and fertilizer minerals","16190","Other chemical minerals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","flux, for wave soldering","market for flux, for wave soldering","kg","2029","Manufacture of other chemical products n.e.c.","35499","Other chemical products n.e.c.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","foam glass factory","market for foam glass factory","unit","4290","Construction of other civil engineering projects","53269","Other constructions for manufacturing",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","foam glass","market for foam glass","kg","2399","Manufacture of other non-metallic mineral products n.e.c.","37117","Paving blocks, bricks, tiles and other articles of pressed or moulded glass, of a kind used for building or co[…]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","foaming agent","market for foaming agent","kg","2023","Manufacture of soap and detergents, cleaning and polishing preparations, pe","353","Soap, cleaning preparations, perfumes and toilet preparations",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","foam glass, electricity, label-certified","market for foam glass, electricity, label-certified","kg","2399","Manufacture of other non-metallic mineral products n.e.c.","37117","Paving blocks, bricks, tiles and other articles of pressed or moulded glass, of a kind used for building or co[…]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","fodder beet, Swiss integrated production","market for fodder beet, Swiss integrated production","kg","0119","Growing of other non-perennial crops","01919","Forage products, n.e.c.","0637","Sorghum for forage",NA,NA,NA,NA,NA,NA,NA
"market activity","fodder beet, Swiss integrated production","market for fodder beet, Swiss integrated production","kg","0119","Growing of other non-perennial crops","01919","Forage products, n.e.c.","0638","Rye grass for forage",NA,NA,NA,NA,NA,NA,NA
"market activity","fodder beet, Swiss integrated production","market for fodder beet, Swiss integrated production","kg","0119","Growing of other non-perennial crops","01919","Forage products, n.e.c.","0639","Grasses nes for forage",NA,NA,NA,NA,NA,NA,NA
"market activity","fodder beet, Swiss integrated production","market for fodder beet, Swiss integrated production","kg","0119","Growing of other non-perennial crops","01919","Forage products, n.e.c.","0640","Clover for forage",NA,NA,NA,NA,NA,NA,NA
"market activity","fodder beet, Swiss integrated production","market for fodder beet, Swiss integrated production","kg","0119","Growing of other non-perennial crops","01919","Forage products, n.e.c.","0642","Green oilseeds for silage",NA,NA,NA,NA,NA,NA,NA
"market activity","fodder beet, Swiss integrated production","market for fodder beet, Swiss integrated production","kg","0119","Growing of other non-perennial crops","01919","Forage products, n.e.c.","0643","Legumes for silage",NA,NA,NA,NA,NA,NA,NA
"market activity","fodder beet, Swiss integrated production","market for fodder beet, Swiss integrated production","kg","0119","Growing of other non-perennial crops","01919","Forage products, n.e.c.","0644","Cabbage for fodder",NA,NA,NA,NA,NA,NA,NA
"market activity","fodder beet, Swiss integrated production","market for fodder beet, Swiss integrated production","kg","0119","Growing of other non-perennial crops","01919","Forage products, n.e.c.","0645","Pumpkins for fodder",NA,NA,NA,NA,NA,NA,NA
"market activity","fodder beet, Swiss integrated production","market for fodder beet, Swiss integrated production","kg","0119","Growing of other non-perennial crops","01919","Forage products, n.e.c.","0646","Turnips for fodder",NA,NA,NA,NA,NA,NA,NA
"market activity","fodder beet, Swiss integrated production","market for fodder beet, Swiss integrated production","kg","0119","Growing of other non-perennial crops","01919","Forage products, n.e.c.","0647","Beets for fodder",NA,NA,NA,NA,NA,NA,NA
"market activity","fodder beet, Swiss integrated production","market for fodder beet, Swiss integrated production","kg","0119","Growing of other non-perennial crops","01919","Forage products, n.e.c.","0648","Carrots for fodder",NA,NA,NA,NA,NA,NA,NA
"market activity","fodder beet, Swiss integrated production","market for fodder beet, Swiss integrated production","kg","0119","Growing of other non-perennial crops","01919","Forage products, n.e.c.","0649","Swedes for fodder",NA,NA,NA,NA,NA,NA,NA
"market activity","fodder beet, Swiss integrated production","market for fodder beet, Swiss integrated production","kg","0119","Growing of other non-perennial crops","01919","Forage products, n.e.c.","0651","Forage Products nes",NA,NA,NA,NA,NA,NA,NA
"market activity","fodder beet, Swiss integrated production","market for fodder beet, Swiss integrated production","kg","0119","Growing of other non-perennial crops","01919","Forage products, n.e.c.","0655","Vegetables, roots fodder nes",NA,NA,NA,NA,NA,NA,NA
"market activity","fodder beet seed, for sowing","market for fodder beet seed, for sowing","kg","0164","Seed processing for propagation","01940","Beet seeds (excluding sugar beet seeds) and seeds of forage plants","1294","Seeds for Planting",NA,NA,NA,NA,NA,NA,NA
"market activity","fodder loading, by self-loading trailer","market for fodder loading, by self-loading trailer","m3","0161","Support activities for crop production","86119","Other support services to crop production",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","forestry harvester","market for forestry harvester","unit","2821","Manufacture of agricultural and forestry machinery","441","Agricultural or forestry machinery and parts thereof",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","folpet","market for folpet","kg","2021","Manufacture of pesticides and other agrochemical products","34662","Fungicides","1331","Fungicides and bactericides, total",NA,NA,NA,NA,NA,NA,NA
"market activity","folpet","market for folpet","kg","2021","Manufacture of pesticides and other agrochemical products","34662","Fungicides","1352","Fungicides seed treatments, total (Consumption)",NA,NA,NA,NA,NA,NA,NA
"market activity","folpet","market for folpet","kg","2021","Manufacture of pesticides and other agrochemical products","34662","Fungicides","1444","Fungicides (excl. Haz. pest.) (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","forging, steel","market for forging, steel","kg","2410","Manufacture of basic iron and steel","88601","Basic iron and steel manufacturing services",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","fodder yeast","market for fodder yeast","kg","108","Manufacture of prepared animal feeds","23319","Preparations used in animal feeding n.e.c.","0840","Compound Feed, Cattle",NA,NA,NA,NA,NA,NA,NA
"market activity","fodder yeast","market for fodder yeast","kg","108","Manufacture of prepared animal feeds","23319","Preparations used in animal feeding n.e.c.","0841","Compound Feed, Poultry",NA,NA,NA,NA,NA,NA,NA
"market activity","fodder yeast","market for fodder yeast","kg","108","Manufacture of prepared animal feeds","23319","Preparations used in animal feeding n.e.c.","0842","Compound Feed, Pigs",NA,NA,NA,NA,NA,NA,NA
"market activity","fodder yeast","market for fodder yeast","kg","108","Manufacture of prepared animal feeds","23319","Preparations used in animal feeding n.e.c.","0845","Compound Feed nes",NA,NA,NA,NA,NA,NA,NA
"market activity","fodder yeast","market for fodder yeast","kg","108","Manufacture of prepared animal feeds","23319","Preparations used in animal feeding n.e.c.","0849","Feed Yeast",NA,NA,NA,NA,NA,NA,NA
"market activity","fodder yeast","market for fodder yeast","kg","108","Manufacture of prepared animal feeds","23319","Preparations used in animal feeding n.e.c.","0850","Feed Supplements",NA,NA,NA,NA,NA,NA,NA
"market activity","fodder yeast","market for fodder yeast","kg","108","Manufacture of prepared animal feeds","23319","Preparations used in animal feeding n.e.c.","0851","Non-Protein Nitrogens",NA,NA,NA,NA,NA,NA,NA
"market activity","fodder yeast","market for fodder yeast","kg","108","Manufacture of prepared animal feeds","23319","Preparations used in animal feeding n.e.c.","0852","Other Concentrates nes",NA,NA,NA,NA,NA,NA,NA
"market activity","fodder yeast","market for fodder yeast","kg","108","Manufacture of prepared animal feeds","23319","Preparations used in animal feeding n.e.c.","0853","Vitamins",NA,NA,NA,NA,NA,NA,NA
"market activity","fodder yeast","market for fodder yeast","kg","108","Manufacture of prepared animal feeds","23319","Preparations used in animal feeding n.e.c.","0854","Feed Additives",NA,NA,NA,NA,NA,NA,NA
"market activity","fodder yeast","market for fodder yeast","kg","108","Manufacture of prepared animal feeds","23319","Preparations used in animal feeding n.e.c.","0855","Feed Minerals",NA,NA,NA,NA,NA,NA,NA
"market activity","folding boxboard/chipboard","market for folding boxboard/chipboard","kg","1701","Manufacture of pulp, paper and paperboard","321","Pulp, paper and paperboard",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","formic acid","market for formic acid","kg","2011","Manufacture of basic chemicals","34120","Industrial monocarboxylic fatty acids; acid oils from refining","1276","Fatty Acids",NA,NA,NA,NA,NA,NA,NA
"market activity","forwarder","market for forwarder","unit","2821","Manufacture of agricultural and forestry machinery","441","Agricultural or forestry machinery and parts thereof",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","forwarding, forwarder","market for forwarding, forwarder","hour","0220","Logging","8614","Support and operation services to forestry and logging",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","fosetyl-Al","market for fosetyl-Al","kg","2021","Manufacture of pesticides and other agrochemical products","34662","Fungicides","1331","Fungicides and bactericides, total",NA,NA,NA,NA,NA,NA,NA
"market activity","fosetyl-Al","market for fosetyl-Al","kg","2021","Manufacture of pesticides and other agrochemical products","34662","Fungicides","1352","Fungicides seed treatments, total (Consumption)",NA,NA,NA,NA,NA,NA,NA
"market activity","fosetyl-Al","market for fosetyl-Al","kg","2021","Manufacture of pesticides and other agrochemical products","34662","Fungicides","1444","Fungicides (excl. Haz. pest.) (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","fraction 1 from naphtha separation","market for fraction 1 from naphtha separation","kg","20","Manufacture of chemicals and chemical products","341","Basic organic chemicals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","freight ship, transoceanic","market for freight ship, transoceanic","unit","3011","Building of ships and floating structures","49314","Other vessels for the transport of goods and other vessels for the transport of both persons and goods",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","fraction 7 from naphtha separation","market for fraction 7 from naphtha separation","kg","20","Manufacture of chemicals and chemical products","341","Basic organic chemicals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","frit, for cathode ray tube display","market for frit, for cathode ray tube display","kg","2310","Manufacture of glass and glass products","35110","Paints and varnishes and related products",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","frit, for ceramic tile","market for frit, for ceramic tile","kg","2011","Manufacture of basic chemicals","35110","Paints and varnishes and related products",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","fraction 8 from naphtha separation","market for fraction 8 from naphtha separation","kg","20","Manufacture of chemicals and chemical products","341","Basic organic chemicals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","fuel cell, stack polymer electrolyte membrane, 2kW electrical, future","market for fuel cell, stack polymer electrolyte membrane, 2kW electrical, future","unit","2790","Manufacture of other electrical equipment","46410","Primary cells and primary batteries",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","fuel cell, stack solid oxide, 125kW electrical, future","market for fuel cell, stack solid oxide, 125kW electrical, future","unit","2790","Manufacture of other electrical equipment","46410","Primary cells and primary batteries",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","fuel cell, polymer electrolyte membrane, 2kW electrical, future","market for fuel cell, polymer electrolyte membrane, 2kW electrical, future","unit","2790","Manufacture of other electrical equipment","46410","Primary cells and primary batteries",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","fuel cell, solid oxide, 125kW electrical, future","market for fuel cell, solid oxide, 125kW electrical, future","unit","2790","Manufacture of other electrical equipment","46410","Primary cells and primary batteries",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","fruit tree seedling, for planting","market for fruit tree seedling, for planting","unit","0130","Plant propagation","01961","Live plants; bulbs, tubers and roots; cuttings and slips; mushroom spawn","1293","Crude Organic Materials nes",NA,NA,NA,NA,NA,NA,NA
"market activity","fuel cell, solid oxide, with micro gas turbine, 180kW electrical, future","market for fuel cell, solid oxide, with micro gas turbine, 180kW electrical, future","unit","2790","Manufacture of other electrical equipment","46410","Primary cells and primary batteries",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","furnace, logs, 30kW","market for furnace, logs, 30kW","unit","2815","Manufacture of ovens, furnaces and furnace burners","43420","Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","funnel glass, for cathode ray tube display","market for funnel glass, for cathode ray tube display","kg","2310","Manufacture of glass and glass products","3719","Other glass articles",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","furnace, logs, 6kW","market for furnace, logs, 6kW","unit","2815","Manufacture of ovens, furnaces and furnace burners","43420","Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","furnace, logs, average storage area, 100kW","market for furnace, logs, average storage area, 100kW","unit","2815","Manufacture of ovens, furnaces and furnace burners","43420","Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","furnace, logs, hardwood storage area, 30kW","market for furnace, logs, hardwood storage area, 30kW","unit","2815","Manufacture of ovens, furnaces and furnace burners","43420","Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","furnace, logs, hardwood storage area, 100kW","market for furnace, logs, hardwood storage area, 100kW","unit","2815","Manufacture of ovens, furnaces and furnace burners","43420","Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","furnace, logs, softwood storage area, 100kW","market for furnace, logs, softwood storage area, 100kW","unit","2815","Manufacture of ovens, furnaces and furnace burners","43420","Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","furnace, logs, average storage area, 30kW","market for furnace, logs, average storage area, 30kW","unit","2815","Manufacture of ovens, furnaces and furnace burners","43420","Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","furnace, logs, hardwood storage area, 6kW","market for furnace, logs, hardwood storage area, 6kW","unit","2815","Manufacture of ovens, furnaces and furnace burners","43420","Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","furnace, logs, average storage area, 6kW","market for furnace, logs, average storage area, 6kW","unit","2815","Manufacture of ovens, furnaces and furnace burners","43420","Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","furnace, pellet, 50kW","market for furnace, pellet, 50kW","unit","2815","Manufacture of ovens, furnaces and furnace burners","43420","Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","furnace, pellets, 25kW","market for furnace, pellets, 25kW","unit","2815","Manufacture of ovens, furnaces and furnace burners","43420","Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","furnace, logs, softwood storage area, 30kW","market for furnace, logs, softwood storage area, 30kW","unit","2815","Manufacture of ovens, furnaces and furnace burners","43420","Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","furnace, logs, softwood storage area, 6kW","market for furnace, logs, softwood storage area, 6kW","unit","2815","Manufacture of ovens, furnaces and furnace burners","43420","Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","furnace, pellet, 15kW","market for furnace, pellet, 15kW","unit","2815","Manufacture of ovens, furnaces and furnace burners","43420","Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","furnace, wood chips, hardwood storage area, 50kW","market for furnace, wood chips, hardwood storage area, 50kW","unit","2815","Manufacture of ovens, furnaces and furnace burners","43420","Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","furnace, pellets, with silo, 300kW","market for furnace, pellets, with silo, 300kW","unit","2815","Manufacture of ovens, furnaces and furnace burners","43420","Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","furnace, wood chips, hardwood storage area, 300kW","market for furnace, wood chips, hardwood storage area, 300kW","unit","2815","Manufacture of ovens, furnaces and furnace burners","43420","Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","furnace, pellets, 9kW","market for furnace, pellets, 9kW","unit","2815","Manufacture of ovens, furnaces and furnace burners","43420","Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","furnace, wood chips, average storage area, 1000kW","market for furnace, wood chips, average storage area, 1000kW","unit","2815","Manufacture of ovens, furnaces and furnace burners","43420","Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","furnace, wood chips, hardwood storage area, 1000kW","market for furnace, wood chips, hardwood storage area, 1000kW","unit","2815","Manufacture of ovens, furnaces and furnace burners","43420","Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","furnace, wood chips, average storage area, 50kW","market for furnace, wood chips, average storage area, 50kW","unit","2815","Manufacture of ovens, furnaces and furnace burners","43420","Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]",NA,NA,NA,NA,NA,NA,NA,NA,NA
